meter_id,timestamp,kWh
MTR0013,2025-06-03 22:00:00,2.84
MTR0013,2025-06-03 23:00:00,2.45
MTR0013,2025-06-04 00:00:00,4.01
MTR0013,2025-06-04 01:00:00,4.38
MTR0013,2025-06-04 02:00:00,3.98
MTR0013,2025-06-04 03:00:00,2.49
MTR0013,2025-06-04 04:00:00,4.41
MTR0013,2025-06-04 05:00:00,3.54
MTR0013,2025-06-04 06:00:00,5.39
MTR0013,2025-06-04 07:00:00,4.45
MTR0013,2025-06-04 08:00:00,3.19
MTR0013,2025-06-04 09:00:00,1.79
MTR0013,2025-06-04 10:00:00,2.84
MTR0013,2025-06-04 11:00:00,4.33
MTR0013,2025-06-04 12:00:00,4.24
MTR0013,2025-06-04 13:00:00,1.8
MTR0013,2025-06-04 14:00:00,4.16
MTR0013,2025-06-04 15:00:00,3.79
MTR0013,2025-06-04 16:00:00,3.21
MTR0013,2025-06-04 17:00:00,3.53
MTR0013,2025-06-04 18:00:00,2.72
MTR0013,2025-06-04 19:00:00,3.55
MTR0013,2025-06-04 20:00:00,3.76
MTR0013,2025-06-04 21:00:00,2.99
MTR0013,2025-06-04 22:00:00,3.96
MTR0013,2025-06-04 23:00:00,4.85
MTR0013,2025-06-05 00:00:00,4.12
MTR0013,2025-06-05 01:00:00,3.6
MTR0013,2025-06-05 02:00:00,4.19
MTR0013,2025-06-05 03:00:00,3.76
MTR0013,2025-06-05 04:00:00,4.14
MTR0013,2025-06-05 05:00:00,2.86
MTR0013,2025-06-05 06:00:00,2.08
MTR0013,2025-06-05 07:00:00,4.74
MTR0013,2025-06-05 08:00:00,4.4
MTR0013,2025-06-05 09:00:00,2.97
MTR0013,2025-06-05 10:00:00,2.11
MTR0013,2025-06-05 11:00:00,2.22
MTR0013,2025-06-05 12:00:00,3.03
MTR0013,2025-06-05 13:00:00,4.71
MTR0013,2025-06-05 14:00:00,2.85
MTR0013,2025-06-05 15:00:00,2.7
MTR0013,2025-06-05 16:00:00,3.28
MTR0013,2025-06-05 17:00:00,5.56
MTR0013,2025-06-05 18:00:00,3.68
MTR0013,2025-06-05 19:00:00,3.99
MTR0013,2025-06-05 20:00:00,3.2
MTR0013,2025-06-05 21:00:00,4.42
MTR0013,2025-06-05 22:00:00,2.82
MTR0013,2025-06-05 23:00:00,3.34
MTR0013,2025-06-06 00:00:00,4.1
MTR0013,2025-06-06 01:00:00,2.97
MTR0013,2025-06-06 02:00:00,2.67
MTR0013,2025-06-06 03:00:00,3.87
MTR0013,2025-06-06 04:00:00,2.29
MTR0013,2025-06-06 05:00:00,3.17
MTR0013,2025-06-06 06:00:00,2.31
MTR0013,2025-06-06 07:00:00,0.69
MTR0013,2025-06-06 08:00:00,4.9
MTR0013,2025-06-06 09:00:00,4.31
MTR0013,2025-06-06 10:00:00,4.04
MTR0013,2025-06-06 11:00:00,5.08
MTR0013,2025-06-06 12:00:00,3.2
MTR0013,2025-06-06 13:00:00,2.71
MTR0013,2025-06-06 14:00:00,3.11
MTR0013,2025-06-06 15:00:00,3.58
MTR0013,2025-06-06 16:00:00,1.73
MTR0013,2025-06-06 17:00:00,5.55
MTR0013,2025-06-06 18:00:00,3.5
MTR0013,2025-06-06 19:00:00,3.26
MTR0013,2025-06-06 20:00:00,3.77
MTR0013,2025-06-06 21:00:00,3.78
MTR0013,2025-06-06 22:00:00,2.41
MTR0013,2025-06-06 23:00:00,3.19
MTR0013,2025-06-07 00:00:00,4.12
MTR0013,2025-06-07 01:00:00,1.57
MTR0013,2025-06-07 02:00:00,3.82
MTR0013,2025-06-07 03:00:00,2.94
MTR0013,2025-06-07 04:00:00,4.63
MTR0013,2025-06-07 05:00:00,3.27
MTR0013,2025-06-07 06:00:00,3.25
MTR0013,2025-06-07 07:00:00,3.02
MTR0013,2025-06-07 08:00:00,3.93
MTR0013,2025-06-07 09:00:00,4.6
MTR0013,2025-06-07 10:00:00,5.37
MTR0013,2025-06-07 11:00:00,4.21
MTR0013,2025-06-07 12:00:00,3.84
MTR0013,2025-06-07 13:00:00,2.43
MTR0013,2025-06-07 14:00:00,4.15
MTR0013,2025-06-07 15:00:00,3.19
MTR0013,2025-06-07 16:00:00,4.06
MTR0013,2025-06-07 17:00:00,4.68
MTR0013,2025-06-07 18:00:00,4.15
MTR0013,2025-06-07 19:00:00,3.18
MTR0013,2025-06-07 20:00:00,2.71
MTR0013,2025-06-07 21:00:00,4.68
MTR0013,2025-06-07 22:00:00,3.72
MTR0014,2025-06-01 00:00:00,5.81
MTR0014,2025-06-01 01:00:00,4.27
MTR0014,2025-06-01 02:00:00,3.75
MTR0014,2025-06-01 03:00:00,0.9
MTR0014,2025-06-01 04:00:00,3.89
MTR0014,2025-06-01 05:00:00,14.34
MTR0014,2025-06-01 06:00:00,4.68
MTR0014,2025-06-01 07:00:00,3.32
MTR0014,2025-06-01 08:00:00,2.39
MTR0014,2025-06-01 09:00:00,3.28
MTR0014,2025-06-01 10:00:00,3.6
MTR0014,2025-06-01 11:00:00,3.77
MTR0014,2025-06-01 12:00:00,4.65
MTR0014,2025-06-01 13:00:00,4.01
MTR0014,2025-06-01 14:00:00,3.4
MTR0014,2025-06-01 15:00:00,4.8
MTR0014,2025-06-01 16:00:00,3.31
MTR0014,2025-06-01 17:00:00,3.63
MTR0014,2025-06-01 18:00:00,4.24
MTR0014,2025-06-01 19:00:00,3.72
MTR0014,2025-06-01 20:00:00,3.49
MTR0014,2025-06-01 21:00:00,5.1
MTR0014,2025-06-01 22:00:00,3.97
MTR0014,2025-06-01 23:00:00,1.74
MTR0014,2025-06-02 00:00:00,3.3
MTR0014,2025-06-02 01:00:00,3.68
MTR0014,2025-06-02 02:00:00,2.17
MTR0014,2025-06-02 03:00:00,2.21
MTR0014,2025-06-02 04:00:00,2.56
MTR0014,2025-06-02 05:00:00,2.57
MTR0014,2025-06-02 06:00:00,3.68
MTR0014,2025-06-02 07:00:00,4.35
MTR0014,2025-06-02 08:00:00,2.33
MTR0014,2025-06-02 09:00:00,4.36
MTR0014,2025-06-02 10:00:00,4.41
MTR0014,2025-06-02 11:00:00,2.33
MTR0014,2025-06-02 12:00:00,2.85
MTR0014,2025-06-02 13:00:00,1.94
MTR0014,2025-06-02 14:00:00,1.78
MTR0014,2025-06-02 15:00:00,3.82
MTR0014,2025-06-02 16:00:00,4.12
MTR0014,2025-06-02 17:00:00,2.46
MTR0014,2025-06-02 18:00:00,1.94
MTR0014,2025-06-02 19:00:00,2.9
MTR0014,2025-06-02 20:00:00,4.66
MTR0014,2025-06-02 21:00:00,2.56
MTR0014,2025-06-02 22:00:00,2.49
MTR0014,2025-06-02 23:00:00,3.71
MTR0014,2025-06-03 00:00:00,3.07
MTR0014,2025-06-03 01:00:00,2.69
MTR0014,2025-06-03 02:00:00,3.77
MTR0014,2025-06-03 03:00:00,2.42
MTR0014,2025-06-03 04:00:00,3.33
MTR0014,2025-06-03 05:00:00,3.5
MTR0014,2025-06-03 06:00:00,3.85
MTR0014,2025-06-03 07:00:00,4.06
MTR0014,2025-06-03 08:00:00,2.6
MTR0014,2025-06-03 09:00:00,1.32
MTR0014,2025-06-03 10:00:00,3.71
MTR0014,2025-06-03 11:00:00,4.63
MTR0014,2025-06-03 12:00:00,3.87
MTR0014,2025-06-03 13:00:00,2.81
MTR0014,2025-06-03 14:00:00,3.82
MTR0014,2025-06-03 15:00:00,3.3
MTR0014,2025-06-03 16:00:00,2.55
MTR0014,2025-06-03 17:00:00,2.93
MTR0014,2025-06-03 18:00:00,4.09
MTR0014,2025-06-03 19:00:00,4.58
MTR0014,2025-06-03 20:00:00,3.04
MTR0014,2025-06-03 21:00:00,1.83
MTR0014,2025-06-03 22:00:00,3.65
MTR0014,2025-06-03 23:00:00,4.65
MTR0014,2025-06-04 00:00:00,2.6
MTR0014,2025-06-04 01:00:00,3.63
MTR0014,2025-06-04 02:00:00,3.32
MTR0014,2025-06-04 03:00:00,1.88
MTR0014,2025-06-04 04:00:00,4.03
MTR0014,2025-06-04 05:00:00,2.1
MTR0014,2025-06-04 06:00:00,2.49
MTR0014,2025-06-04 07:00:00,1.38
MTR0014,2025-06-04 08:00:00,3.37
MTR0014,2025-06-04 09:00:00,4.76
MTR0014,2025-06-04 10:00:00,4.61
MTR0014,2025-06-04 11:00:00,5.0
MTR0014,2025-06-04 12:00:00,4.05
MTR0014,2025-06-04 13:00:00,2.86
MTR0014,2025-06-04 14:00:00,4.4
MTR0014,2025-06-04 15:00:00,2.99
MTR0014,2025-06-04 16:00:00,3.37
MTR0014,2025-06-04 17:00:00,5.34
MTR0014,2025-06-04 18:00:00,4.66
MTR0014,2025-06-04 19:00:00,2.69
MTR0014,2025-06-04 20:00:00,2.89
MTR0014,2025-06-04 21:00:00,3.53
MTR0014,2025-06-04 22:00:00,3.56
MTR0014,2025-06-04 23:00:00,4.14
MTR0014,2025-06-05 00:00:00,3.58
MTR0014,2025-06-05 01:00:00,5.25
MTR0014,2025-06-05 02:00:00,1.82
MTR0014,2025-06-05 03:00:00,4.96
MTR0014,2025-06-05 04:00:00,4.48
MTR0014,2025-06-05 05:00:00,1.78
MTR0014,2025-06-05 06:00:00,3.47
MTR0014,2025-06-05 07:00:00,2.8
MTR0014,2025-06-05 08:00:00,3.16
MTR0014,2025-06-05 09:00:00,3.44
MTR0014,2025-06-05 10:00:00,3.94
MTR0014,2025-06-05 11:00:00,4.54
MTR0014,2025-06-05 12:00:00,2.5
MTR0014,2025-06-05 13:00:00,3.75
MTR0014,2025-06-05 14:00:00,3.53
MTR0014,2025-06-05 15:00:00,2.65
MTR0014,2025-06-05 16:00:00,2.72
MTR0014,2025-06-05 17:00:00,3.04
MTR0014,2025-06-05 18:00:00,3.82
MTR0014,2025-06-05 19:00:00,3.41
MTR0014,2025-06-05 20:00:00,3.04
MTR0014,2025-06-05 21:00:00,3.9
MTR0014,2025-06-05 22:00:00,6.38
MTR0014,2025-06-05 23:00:00,1.87
MTR0014,2025-06-06 00:00:00,4.05
MTR0014,2025-06-06 01:00:00,3.32
MTR0014,2025-06-06 02:00:00,2.95
MTR0014,2025-06-06 03:00:00,50.1
MTR0014,2025-06-06 04:00:00,3.87
MTR0014,2025-06-06 05:00:00,3.93
MTR0014,2025-06-06 06:00:00,2.33
MTR0014,2025-06-06 07:00:00,5.26
MTR0014,2025-06-06 08:00:00,4.06
MTR0014,2025-06-06 09:00:00,3.67
MTR0014,2025-06-06 10:00:00,4.73
MTR0014,2025-06-06 11:00:00,3.28
MTR0014,2025-06-06 12:00:00,3.11
MTR0014,2025-06-06 13:00:00,3.41
MTR0014,2025-06-06 14:00:00,3.38
MTR0014,2025-06-06 15:00:00,4.23
MTR0014,2025-06-06 16:00:00,5.33
MTR0014,2025-06-06 17:00:00,3.72
MTR0014,2025-06-06 18:00:00,4.8
MTR0014,2025-06-06 19:00:00,5.19
MTR0014,2025-06-06 20:00:00,3.56
MTR0014,2025-06-06 21:00:00,3.57
MTR0014,2025-06-06 22:00:00,3.36
MTR0014,2025-06-06 23:00:00,2.51
MTR0014,2025-06-07 00:00:00,3.58
MTR0014,2025-06-07 01:00:00,1.63
MTR0014,2025-06-07 02:00:00,2.41
MTR0014,2025-06-07 03:00:00,4.57
MTR0014,2025-06-07 04:00:00,3.29
MTR0014,2025-06-07 05:00:00,5.93
MTR0014,2025-06-07 06:00:00,3.36
MTR0014,2025-06-07 07:00:00,29.4
MTR0014,2025-06-07 08:00:00,2.49
MTR0014,2025-06-07 09:00:00,4.55
MTR0014,2025-06-07 10:00:00,5.36
MTR0014,2025-06-07 11:00:00,3.3
MTR0014,2025-06-07 12:00:00,3.41
MTR0014,2025-06-07 13:00:00,4.62
MTR0014,2025-06-07 14:00:00,4.01
MTR0014,2025-06-07 15:00:00,3.82
MTR0014,2025-06-07 16:00:00,2.98
MTR0014,2025-06-07 17:00:00,3.69
MTR0014,2025-06-07 18:00:00,3.06
MTR0014,2025-06-07 19:00:00,2.4
MTR0014,2025-06-07 20:00:00,3.7
MTR0014,2025-06-07 21:00:00,3.04
MTR0014,2025-06-07 22:00:00,3.41
MTR0014,2025-06-07 23:00:00,1.67
MTR0015,2025-06-01 00:00:00,4.48
MTR0015,2025-06-01 01:00:00,4.22
MTR0015,2025-06-01 02:00:00,3.24
MTR0015,2025-06-01 03:00:00,2.73
MTR0015,2025-06-01 04:00:00,3.06
MTR0015,2025-06-01 05:00:00,2.92
MTR0015,2025-06-01 06:00:00,2.23
MTR0015,2025-06-01 07:00:00,4.81
MTR0015,2025-06-01 08:00:00,4.1
MTR0015,2025-06-01 09:00:00,4.17
MTR0015,2025-06-01 10:00:00,2.35
MTR0015,2025-06-01 11:00:00,4.91
MTR0015,2025-06-01 12:00:00,4.2
MTR0015,2025-06-01 13:00:00,1.48
MTR0015,2025-06-01 14:00:00,2.5
MTR0015,2025-06-01 15:00:00,4.8
MTR0015,2025-06-01 16:00:00,3.26
MTR0015,2025-06-01 17:00:00,4.55
MTR0015,2025-06-01 18:00:00,3.71
MTR0015,2025-06-01 19:00:00,2.93
MTR0015,2025-06-01 20:00:00,4.39
MTR0015,2025-06-01 21:00:00,3.95
MTR0015,2025-06-01 22:00:00,3.5
MTR0015,2025-06-01 23:00:00,1.59
MTR0015,2025-06-02 00:00:00,3.51
MTR0015,2025-06-02 01:00:00,3.32
MTR0015,2025-06-02 02:00:00,3.01
MTR0015,2025-06-02 03:00:00,3.76
MTR0015,2025-06-02 04:00:00,3.19
MTR0015,2025-06-02 05:00:00,20.6
MTR0015,2025-06-02 06:00:00,2.78
MTR0015,2025-06-02 07:00:00,3.92
MTR0015,2025-06-02 08:00:00,3.5
MTR0015,2025-06-02 09:00:00,5.17
MTR0015,2025-06-02 10:00:00,3.75
MTR0015,2025-06-02 11:00:00,5.58
MTR0015,2025-06-02 12:00:00,4.23
MTR0015,2025-06-02 13:00:00,4.61
MTR0015,2025-06-02 14:00:00,5.04
MTR0015,2025-06-02 15:00:00,4.15
MTR0015,2025-06-02 16:00:00,3.16
MTR0015,2025-06-02 17:00:00,1.73
MTR0015,2025-06-02 18:00:00,4.24
MTR0015,2025-06-02 19:00:00,3.11
MTR0015,2025-06-02 20:00:00,2.99
MTR0015,2025-06-02 21:00:00,3.95
MTR0015,2025-06-02 22:00:00,3.68
MTR0015,2025-06-02 23:00:00,3.76
MTR0015,2025-06-03 00:00:00,2.26
MTR0015,2025-06-03 01:00:00,3.29
MTR0015,2025-06-03 02:00:00,4.25
MTR0015,2025-06-03 03:00:00,4.02
MTR0015,2025-06-03 04:00:00,2.86
MTR0015,2025-06-03 05:00:00,2.51
MTR0015,2025-06-03 06:00:00,3.54
MTR0015,2025-06-03 07:00:00,3.98
MTR0015,2025-06-03 08:00:00,3.76
MTR0015,2025-06-03 09:00:00,4.31
MTR0015,2025-06-03 10:00:00,2.42
MTR0015,2025-06-03 11:00:00,4.0
MTR0015,2025-06-03 12:00:00,3.23
MTR0015,2025-06-03 13:00:00,3.87
MTR0015,2025-06-03 14:00:00,3.8
MTR0015,2025-06-03 15:00:00,4.13
MTR0015,2025-06-03 16:00:00,3.86
MTR0015,2025-06-03 17:00:00,2.83
MTR0015,2025-06-03 18:00:00,3.87
MTR0015,2025-06-03 19:00:00,1.62
MTR0015,2025-06-03 20:00:00,2.7
MTR0015,2025-06-03 21:00:00,5.05
MTR0015,2025-06-03 22:00:00,1.9
MTR0015,2025-06-03 23:00:00,4.74
MTR0015,2025-06-04 00:00:00,3.89
MTR0015,2025-06-04 01:00:00,5.07
MTR0015,2025-06-04 02:00:00,2.7
MTR0015,2025-06-04 03:00:00,2.26
MTR0015,2025-06-04 04:00:00,2.22
MTR0015,2025-06-04 05:00:00,3.32
MTR0015,2025-06-04 06:00:00,1.74
MTR0015,2025-06-04 07:00:00,2.27
MTR0015,2025-06-04 08:00:00,3.52
MTR0015,2025-06-04 09:00:00,2.43
MTR0015,2025-06-04 10:00:00,3.39
MTR0015,2025-06-04 11:00:00,3.31
MTR0015,2025-06-04 12:00:00,2.32
MTR0015,2025-06-04 13:00:00,3.02
MTR0015,2025-06-04 14:00:00,4.22
MTR0015,2025-06-04 15:00:00,4.03
MTR0015,2025-06-04 16:00:00,3.87
MTR0015,2025-06-04 17:00:00,2.43
MTR0015,2025-06-04 18:00:00,2.32
MTR0015,2025-06-04 19:00:00,3.19
MTR0015,2025-06-04 20:00:00,3.21
MTR0015,2025-06-04 21:00:00,4.45
MTR0015,2025-06-04 22:00:00,2.44
MTR0015,2025-06-04 23:00:00,3.17
MTR0015,2025-06-05 00:00:00,5.59
MTR0015,2025-06-05 01:00:00,4.82
MTR0015,2025-06-05 02:00:00,3.69
MTR0015,2025-06-05 03:00:00,1.36
MTR0015,2025-06-05 04:00:00,2.33
MTR0015,2025-06-05 05:00:00,3.12
MTR0015,2025-06-05 06:00:00,4.62
MTR0015,2025-06-05 07:00:00,3.74
MTR0015,2025-06-05 08:00:00,2.9
MTR0015,2025-06-05 09:00:00,1.73
MTR0015,2025-06-05 10:00:00,3.36
MTR0015,2025-06-05 11:00:00,2.9
MTR0015,2025-06-05 12:00:00,4.19
MTR0015,2025-06-05 13:00:00,1.95
MTR0015,2025-06-05 14:00:00,2.5
MTR0015,2025-06-05 15:00:00,4.83
MTR0015,2025-06-05 16:00:00,2.43
MTR0015,2025-06-05 17:00:00,0.96
MTR0015,2025-06-05 18:00:00,3.45
MTR0015,2025-06-05 19:00:00,4.58
MTR0015,2025-06-05 20:00:00,6.07
MTR0015,2025-06-05 21:00:00,4.02
MTR0015,2025-06-05 22:00:00,3.1
MTR0015,2025-06-05 23:00:00,2.39
MTR0015,2025-06-06 00:00:00,4.71
MTR0015,2025-06-06 01:00:00,2.96
MTR0015,2025-06-06 02:00:00,2.84
MTR0015,2025-06-06 03:00:00,3.07
MTR0015,2025-06-06 04:00:00,3.99
MTR0015,2025-06-06 05:00:00,2.8
MTR0015,2025-06-06 06:00:00,3.52
MTR0015,2025-06-06 07:00:00,3.58
MTR0015,2025-06-06 08:00:00,5.59
MTR0015,2025-06-06 09:00:00,2.55
MTR0015,2025-06-06 10:00:00,4.39
MTR0015,2025-06-06 11:00:00,3.58
MTR0015,2025-06-06 12:00:00,2.95
MTR0015,2025-06-06 13:00:00,2.07
MTR0015,2025-06-06 14:00:00,3.18
MTR0015,2025-06-06 15:00:00,3.75
MTR0015,2025-06-06 16:00:00,22.14
MTR0015,2025-06-06 17:00:00,4.41
MTR0015,2025-06-06 18:00:00,3.4
MTR0015,2025-06-06 19:00:00,3.61
MTR0015,2025-06-06 20:00:00,4.62
MTR0015,2025-06-06 21:00:00,4.2
MTR0015,2025-06-06 22:00:00,2.87
MTR0015,2025-06-06 23:00:00,3.52
MTR0015,2025-06-07 00:00:00,4.87
MTR0015,2025-06-07 01:00:00,3.02
MTR0015,2025-06-07 02:00:00,4.76
MTR0015,2025-06-07 03:00:00,4.92
MTR0015,2025-06-07 04:00:00,2.22
MTR0015,2025-06-07 05:00:00,3.79
MTR0015,2025-06-07 06:00:00,1.29
MTR0015,2025-06-07 07:00:00,2.38
MTR0015,2025-06-07 08:00:00,2.63
MTR0015,2025-06-07 09:00:00,2.82
MTR0015,2025-06-07 10:00:00,3.93
MTR0015,2025-06-07 11:00:00,2.28
MTR0015,2025-06-07 12:00:00,3.03
MTR0015,2025-06-07 13:00:00,4.18
MTR0015,2025-06-07 14:00:00,2.88
MTR0015,2025-06-07 15:00:00,4.02
MTR0015,2025-06-07 16:00:00,3.19
MTR0015,2025-06-07 17:00:00,4.6
MTR0015,2025-06-07 18:00:00,3.09
MTR0015,2025-06-07 19:00:00,4.76
MTR0015,2025-06-07 20:00:00,1.85
MTR0016,2025-06-01 00:00:00,2.75
MTR0016,2025-06-01 01:00:00,0.69
MTR0016,2025-06-01 02:00:00,3.28
MTR0016,2025-06-01 03:00:00,2.57
MTR0016,2025-06-01 04:00:00,1.92
MTR0016,2025-06-01 05:00:00,1.77
MTR0016,2025-06-01 06:00:00,2.8
MTR0016,2025-06-01 07:00:00,3.3
MTR0016,2025-06-01 08:00:00,2.4
MTR0016,2025-06-01 09:00:00,4.0
MTR0016,2025-06-01 10:00:00,2.92
MTR0016,2025-06-01 11:00:00,3.07
MTR0016,2025-06-01 12:00:00,2.96
MTR0016,2025-06-01 13:00:00,4.05
MTR0016,2025-06-01 14:00:00,4.67
MTR0016,2025-06-01 15:00:00,3.51
MTR0016,2025-06-01 16:00:00,3.92
MTR0016,2025-06-01 17:00:00,4.01
MTR0016,2025-06-01 18:00:00,3.48
MTR0016,2025-06-01 19:00:00,4.19
MTR0016,2025-06-01 20:00:00,3.93
MTR0016,2025-06-01 21:00:00,3.2
MTR0016,2025-06-01 22:00:00,2.72
MTR0016,2025-06-01 23:00:00,4.53
MTR0016,2025-06-02 00:00:00,4.21
MTR0016,2025-06-02 01:00:00,2.21
MTR0016,2025-06-02 02:00:00,1.99
MTR0016,2025-06-02 03:00:00,1.12
MTR0016,2025-06-02 04:00:00,2.35
MTR0016,2025-06-02 05:00:00,2.64
MTR0016,2025-06-02 06:00:00,2.62
MTR0016,2025-06-02 07:00:00,4.18
MTR0016,2025-06-02 08:00:00,3.29
MTR0016,2025-06-02 09:00:00,2.56
MTR0016,2025-06-02 10:00:00,4.05
MTR0016,2025-06-02 11:00:00,3.31
MTR0016,2025-06-02 12:00:00,2.11
MTR0016,2025-06-02 13:00:00,2.96
MTR0016,2025-06-02 14:00:00,5.55
MTR0016,2025-06-02 15:00:00,2.9
MTR0016,2025-06-02 16:00:00,3.62
MTR0016,2025-06-02 17:00:00,5.48
MTR0016,2025-06-02 18:00:00,4.45
MTR0016,2025-06-02 19:00:00,4.1
MTR0016,2025-06-02 20:00:00,3.21
MTR0016,2025-06-02 21:00:00,3.27
MTR0016,2025-06-02 22:00:00,3.83
MTR0016,2025-06-02 23:00:00,3.27
MTR0016,2025-06-03 00:00:00,2.97
MTR0016,2025-06-03 01:00:00,3.38
MTR0016,2025-06-03 02:00:00,3.33
MTR0016,2025-06-03 03:00:00,4.19
MTR0016,2025-06-03 04:00:00,2.0
MTR0016,2025-06-03 05:00:00,2.43
MTR0016,2025-06-03 06:00:00,4.78
MTR0016,2025-06-03 07:00:00,3.87
MTR0016,2025-06-03 08:00:00,1.86
MTR0016,2025-06-03 09:00:00,4.49
MTR0016,2025-06-03 10:00:00,4.61
MTR0016,2025-06-03 11:00:00,3.68
MTR0016,2025-06-03 12:00:00,3.13
MTR0016,2025-06-03 13:00:00,5.17
MTR0016,2025-06-03 14:00:00,5.04
MTR0016,2025-06-03 15:00:00,5.08
MTR0016,2025-06-03 16:00:00,3.95
MTR0016,2025-06-03 17:00:00,3.83
MTR0016,2025-06-03 18:00:00,5.17
MTR0016,2025-06-03 19:00:00,3.44
MTR0016,2025-06-03 20:00:00,2.1
MTR0016,2025-06-03 21:00:00,5.25
MTR0016,2025-06-03 22:00:00,2.98
MTR0016,2025-06-03 23:00:00,5.36
MTR0016,2025-06-04 00:00:00,3.96
MTR0016,2025-06-04 01:00:00,2.65
MTR0016,2025-06-04 02:00:00,4.43
MTR0016,2025-06-04 03:00:00,5.38
MTR0016,2025-06-04 04:00:00,3.68
MTR0016,2025-06-04 05:00:00,3.16
MTR0016,2025-06-04 06:00:00,3.39
MTR0016,2025-06-04 07:00:00,2.35
MTR0016,2025-06-04 08:00:00,2.59
MTR0016,2025-06-04 09:00:00,2.86
MTR0016,2025-06-04 10:00:00,5.07
MTR0016,2025-06-04 11:00:00,4.86
MTR0016,2025-06-04 12:00:00,3.83
MTR0016,2025-06-04 13:00:00,3.54
MTR0016,2025-06-04 14:00:00,3.31
MTR0016,2025-06-04 15:00:00,3.85
MTR0016,2025-06-04 16:00:00,3.44
MTR0016,2025-06-04 17:00:00,5.99
MTR0016,2025-06-04 18:00:00,3.46
MTR0016,2025-06-04 19:00:00,2.44
MTR0016,2025-06-04 20:00:00,3.64
MTR0016,2025-06-04 21:00:00,3.91
MTR0016,2025-06-04 22:00:00,3.15
MTR0016,2025-06-04 23:00:00,3.58
MTR0016,2025-06-05 00:00:00,3.82
MTR0016,2025-06-05 01:00:00,5.18
MTR0016,2025-06-05 02:00:00,2.44
MTR0016,2025-06-05 03:00:00,1.05
MTR0016,2025-06-05 04:00:00,2.23
MTR0016,2025-06-05 05:00:00,4.27
MTR0016,2025-06-05 06:00:00,2.73
MTR0016,2025-06-05 07:00:00,5.12
MTR0016,2025-06-05 08:00:00,4.75
MTR0016,2025-06-05 09:00:00,2.39
MTR0016,2025-06-05 10:00:00,4.37
MTR0016,2025-06-05 11:00:00,2.34
MTR0016,2025-06-05 12:00:00,5.21
MTR0016,2025-06-05 13:00:00,3.5
MTR0016,2025-06-05 14:00:00,2.67
MTR0016,2025-06-05 15:00:00,3.51
MTR0016,2025-06-05 16:00:00,5.77
MTR0016,2025-06-05 17:00:00,0.9
MTR0016,2025-06-05 18:00:00,1.29
MTR0016,2025-06-05 19:00:00,4.35
MTR0016,2025-06-05 20:00:00,2.38
MTR0016,2025-06-05 21:00:00,3.4
MTR0016,2025-06-05 22:00:00,5.55
MTR0016,2025-06-05 23:00:00,3.33
MTR0016,2025-06-06 00:00:00,5.59
MTR0016,2025-06-06 01:00:00,3.96
MTR0016,2025-06-06 02:00:00,5.2
MTR0016,2025-06-06 03:00:00,2.87
MTR0016,2025-06-06 04:00:00,2.6
MTR0016,2025-06-06 05:00:00,5.08
MTR0016,2025-06-06 06:00:00,2.99
MTR0016,2025-06-06 07:00:00,3.26
MTR0016,2025-06-06 08:00:00,2.99
MTR0016,2025-06-06 09:00:00,4.07
MTR0016,2025-06-06 10:00:00,3.25
MTR0016,2025-06-06 11:00:00,3.1
MTR0016,2025-06-06 12:00:00,3.89
MTR0016,2025-06-06 13:00:00,2.15
MTR0016,2025-06-06 14:00:00,2.72
MTR0016,2025-06-06 15:00:00,4.27
MTR0016,2025-06-06 16:00:00,4.22
MTR0016,2025-06-06 17:00:00,5.69
MTR0016,2025-06-06 18:00:00,5.04
MTR0016,2025-06-06 19:00:00,2.81
MTR0016,2025-06-06 20:00:00,3.17
MTR0016,2025-06-06 21:00:00,3.39
MTR0016,2025-06-06 22:00:00,3.4
MTR0016,2025-06-06 23:00:00,1.04
MTR0016,2025-06-07 00:00:00,2.46
MTR0016,2025-06-07 01:00:00,5.71
MTR0016,2025-06-07 02:00:00,3.63
MTR0016,2025-06-07 03:00:00,2.85
MTR0016,2025-06-07 04:00:00,3.84
MTR0016,2025-06-07 05:00:00,3.57
MTR0016,2025-06-07 06:00:00,3.26
MTR0016,2025-06-07 07:00:00,3.43
MTR0016,2025-06-07 08:00:00,4.14
MTR0016,2025-06-07 09:00:00,5.09
MTR0016,2025-06-07 10:00:00,4.88
MTR0016,2025-06-07 11:00:00,1.94
MTR0016,2025-06-07 12:00:00,2.97
MTR0016,2025-06-07 13:00:00,3.77
MTR0016,2025-06-07 14:00:00,3.62
MTR0016,2025-06-07 15:00:00,3.96
MTR0016,2025-06-07 16:00:00,3.7
MTR0016,2025-06-07 17:00:00,2.89
MTR0016,2025-06-07 18:00:00,2.71
MTR0016,2025-06-07 19:00:00,4.25
MTR0016,2025-06-07 20:00:00,2.29
MTR0016,2025-06-07 21:00:00,4.6
MTR0016,2025-06-07 22:00:00,3.61
MTR0017,2025-06-01 00:00:00,3.84
MTR0017,2025-06-01 01:00:00,2.34
MTR0017,2025-06-01 02:00:00,2.17
MTR0017,2025-06-01 03:00:00,2.64
MTR0017,2025-06-01 04:00:00,3.82
MTR0017,2025-06-01 05:00:00,2.47
MTR0017,2025-06-01 06:00:00,0.82
MTR0017,2025-06-01 07:00:00,4.42
MTR0017,2025-06-01 08:00:00,2.63
MTR0017,2025-06-01 09:00:00,3.8
MTR0017,2025-06-01 10:00:00,3.38
